"ID","Date","Year","Month","Day","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
12852,2011-02-24,"2011","February",24,"Moree",15.5,31.8,0,8,12.3,"SSW",31,"ESE","SSW",11,17,51,28,1018.1,1013.5,1,0,21.1,29.9,"No","No"
12853,2011-02-25,"2011","February",25,"Moree",17.9,32.2,0,8.6,11.3,"NNE",33,"NNE","E",22,9,67,28,1014.8,1011.1,0,4,22.3,30.5,"No","No"
12854,2011-02-26,"2011","February",26,"Moree",18.7,33.9,0,8,9.4,"NNE",39,"NNE","N",28,11,62,29,1012.6,1009,2,5,24.4,32,"No","No"
12855,2011-02-27,"2011","February",27,"Moree",21.5,35.7,0,7.8,9.7,"NW",37,"NNE","NNE",26,9,63,26,1011.7,1008.2,1,2,24.2,35.2,"No","No"
12856,2011-02-28,"2011","February",28,"Moree",23.3,37.6,0,10,10.8,"NW",50,"N","N",20,15,53,23,1011.4,1007.4,1,1,26.7,36,"No","No"
12857,2011-03-01,"2011","March",1,"Moree",25,38.6,0,10.6,9.5,"SSW",52,"NNE","WNW",19,26,48,23,1009.7,1006.1,1,1,28.1,37.5,"No","Yes"
12858,2011-03-02,"2011","March",2,"Moree",21,34.2,7.6,11.8,8.8,"E",35,"ENE","N",13,15,71,39,1011.6,1009.1,4,6,25.2,33.1,"Yes","No"
12859,2011-03-03,"2011","March",3,"Moree",22.5,30.9,0.2,9,2.2,"SW",48,"NNE","NNW",17,9,75,49,1010.5,1007.8,7,7,23.9,30.4,"No","Yes"
12860,2011-03-04,"2011","March",4,"Moree",22,26.1,2.8,2.8,NA,"NNE",24,"N","E",9,4,91,80,1010.5,1009.3,8,8,23.4,25.2,"Yes","No"
12861,2011-03-05,"2011","March",5,"Moree",20.9,31.6,0.4,NA,NA,"ENE",50,"SE","E",9,19,90,34,1014.5,1013.1,7,3,22.4,30.5,"No","No"
12862,2011-03-06,"2011","March",6,"Moree",13.9,30,0,NA,NA,"ENE",44,"ESE","E",26,22,47,28,1021.1,1018.1,NA,NA,20,29.3,"No","No"
12863,2011-03-07,"2011","March",7,"Moree",14.4,30,0,20.4,11.8,"E",37,"E","E",24,20,53,29,1021.4,1017.2,1,3,20.9,28.7,"No","No"
12864,2011-03-08,"2011","March",8,"Moree",14.9,30,0,9.6,10.1,"NE",52,"E","NE",26,19,56,34,1018.5,1014.6,1,6,21.3,28.6,"No","No"
12865,2011-03-09,"2011","March",9,"Moree",17.6,29.6,0,7.6,8.4,"NE",41,"NE","ENE",20,17,64,34,1017.2,1014,6,7,21.4,28.4,"No","No"
12866,2011-03-10,"2011","March",10,"Moree",19.8,30.9,0,8,7.1,"NE",35,"NNE","NNE",20,9,67,35,1014.8,1011.5,7,7,21.5,29.6,"No","No"
12867,2011-03-11,"2011","March",11,"Moree",21.4,30.9,0,8,NA,"N",39,"NNE","NNE",22,17,62,37,1015.2,1013.5,4,8,23.8,29.2,"No","No"
12868,2011-03-12,"2011","March",12,"Moree",18.4,33.5,0,NA,NA,"NNE",44,"ENE","ENE",17,17,63,31,1019.4,1016.1,NA,8,23.8,31.4,"No","No"
12869,2011-03-13,"2011","March",13,"Moree",18.4,33.2,0,15.2,11.6,"E",35,"E","E",19,19,56,27,1021.4,1017.2,1,3,24.1,32.8,"No","No"
12870,2011-03-14,"2011","March",14,"Moree",18.7,34.5,0,8.6,11.7,"NE",33,"ENE","ESE",15,9,61,30,1020.2,1015.7,0,2,24.6,32.7,"No","No"
12871,2011-03-15,"2011","March",15,"Moree",20.1,34.1,0,8.8,11.1,"NE",39,"NNE","E",15,9,64,36,1018.9,1014.7,0,2,23.5,31.3,"No","No"
12872,2011-03-16,"2011","March",16,"Moree",20.3,33.3,0,8.8,6.9,"NE",35,"NNE","NW",19,7,65,35,1018,1014.2,6,5,23.7,32.5,"No","No"
12873,2011-03-17,"2011","March",17,"Moree",23.3,32.6,0,7,2,"NNW",44,"NNE","W",17,13,68,38,1016.9,1013.4,8,7,25,31.7,"No","Yes"
12874,2011-03-18,"2011","March",18,"Moree",19.7,24.6,11.4,5.8,NA,"NW",30,"NE","WNW",9,13,93,85,1014.3,1011.7,8,NA,20.2,23.1,"Yes","No"
12875,2011-03-19,"2011","March",19,"Moree",20.2,23.2,0.6,NA,NA,"ENE",37,"E","ENE",15,20,90,82,1010.9,1008.1,4,8,21.6,21.7,"No","Yes"
12876,2011-03-20,"2011","March",20,"Moree",19.2,24.2,3,NA,NA,"E",35,"ESE","E",17,20,80,86,1007.2,1004.9,8,8,20.4,23,"Yes","Yes"
12877,2011-03-21,"2011","March",21,"Moree",19.3,30,2.4,4.8,3.6,"WSW",33,"NE","NNE",9,15,78,57,1005.1,1001.4,7,7,22.8,29.3,"Yes","Yes"
12878,2011-03-22,"2011","March",22,"Moree",20.4,30,6.8,4.6,8.5,"WNW",41,"W","WSW",7,24,91,41,1003.2,1002.3,8,2,23.2,28.5,"Yes","No"
12879,2011-03-23,"2011","March",23,"Moree",18.1,27.8,0,6.6,4.3,"WNW",37,"SW","WNW",19,20,88,48,1006.7,1005.2,8,7,19.8,26.7,"No","No"
12880,2011-03-24,"2011","March",24,"Moree",12.3,27.5,0,4.8,11.5,"WSW",46,"calm","WSW",0,26,63,28,1010.3,1008.4,0,1,18,26.9,"No","No"
12881,2011-03-25,"2011","March",25,"Moree",12.4,25.4,0,7.8,NA,"WSW",52,"SW","SW",20,30,72,37,1013.2,1011.2,0,1,17.2,24.7,"No","No"
12882,2011-03-26,"2011","March",26,"Moree",9.6,29.1,0,NA,NA,"NE",33,"SW","ENE",7,9,71,32,1016,1013.6,NA,NA,15,27.6,"No","No"
12883,2011-03-27,"2011","March",27,"Moree",15,29.2,0,13.4,7.3,"E",33,"E","ESE",13,11,60,33,1020.2,1017.5,6,6,20.2,27.6,"No","No"
12884,2011-03-28,"2011","March",28,"Moree",13.1,30.6,0,7.2,10.4,"ESE",33,"E","SE",13,17,58,23,1022.7,1019.2,0,4,18.9,29.6,"No","No"
12885,2011-03-29,"2011","March",29,"Moree",15.3,28.9,0,8,8.1,"NE",44,"ESE","NNE",15,20,58,41,1022.6,1018.9,1,5,21.2,27.7,"No","No"
12886,2011-03-30,"2011","March",30,"Moree",14.4,30.2,0,4.8,11.3,"SSW",26,"E","S",9,7,72,29,1020.9,1016.5,1,2,19.2,29.3,"No","No"
12887,2011-03-31,"2011","March",31,"Moree",15.4,31.8,0,6.6,NA,"SE",41,"E","S",11,13,73,31,1020.3,1016.6,0,2,20.9,30,"No","No"
12888,2011-05-01,"2011","May",1,"Moree",10.7,26.7,0,6,10.1,"SW",35,"E","SSW",9,17,59,24,1017.4,1013,NA,NA,18.6,26.2,"No","No"
12889,2011-05-02,"2011","May",2,"Moree",10.9,26.2,0,6,6.8,"SSW",28,"E","SSW",13,19,60,27,1015.7,1012.8,7,6,16.7,25.2,"No","No"
12890,2011-05-03,"2011","May",3,"Moree",13.8,17.4,0,5.2,0,"ENE",28,"ENE","N",7,11,57,78,1014.3,1013.8,7,8,16.2,16.4,"No","Yes"
12891,2011-05-04,"2011","May",4,"Moree",11,23.7,1.2,0.6,7.2,"SW",41,"SE","SW",4,33,97,29,1017.1,1014.2,8,2,13.4,22.8,"Yes","No"
12892,2011-05-05,"2011","May",5,"Moree",7.3,23.9,0,4.4,10.6,"SW",39,"SW","SSE",7,17,61,25,1019.5,1016.8,0,1,15.3,23.8,"No","No"
12893,2011-05-06,"2011","May",6,"Moree",7.6,23.1,0,3.6,8.6,"SW",30,"NNE","SSW",4,13,53,18,1022.4,1017.9,NA,NA,15.4,22.4,"No","No"
12894,2011-05-07,"2011","May",7,"Moree",4.9,24.3,0,3.8,9.7,"SSW",22,"calm","SW",0,6,53,19,1018.9,1014.4,NA,NA,15.2,22.5,"No","No"
12895,2011-05-08,"2011","May",8,"Moree",6.9,24.9,0,5,5.2,"NW",31,"NE","WNW",13,15,52,25,1015.5,1011.4,6,7,15,23,"No","No"
12896,2011-05-09,"2011","May",9,"Moree",11,23.7,0.2,4.2,4,"WSW",33,"N","SSW",11,20,73,25,1012.7,1008.9,7,7,16.3,21.9,"No","No"
12897,2011-05-10,"2011","May",10,"Moree",4.1,20.8,0,5.4,10.2,"SSW",56,"SW","SSW",9,31,63,26,1014.2,1012.7,1,2,13.1,19.6,"No","No"
12898,2011-05-11,"2011","May",11,"Moree",1.7,18.3,0,4.8,10,"WSW",44,"SW","W",11,28,45,22,1016.4,1012.7,1,1,10.9,17.9,"No","No"
12899,2011-05-12,"2011","May",12,"Moree",6.2,18,0,5.4,8.7,"SW",52,"WSW","WSW",28,33,53,38,1016.3,1013.8,1,4,13,17.2,"No","No"
12900,2011-05-13,"2011","May",13,"Moree",4.4,19.5,0,4,NA,"WSW",37,"WNW","W",13,24,53,49,1018.4,1014.4,4,8,14.1,17.6,"No","No"
12901,2011-05-14,"2011","May",14,"Moree",5,18.5,0,NA,NA,"WSW",56,"SW","SW",24,37,64,19,1020,1018.5,NA,NA,13,17.4,"No","No"
12902,2011-05-15,"2011","May",15,"Moree",-0.8,20.5,0,NA,NA,"ESE",26,"SE","SSE",15,9,37,13,1028.5,1026.4,NA,NA,11.6,20,"No","No"
12903,2011-05-16,"2011","May",16,"Moree",1.8,21.7,0,12.8,10.5,"WSW",24,"ESE","SW",11,9,39,17,1031.2,1027,0,0,12.6,21.4,"No","No"
12904,2011-05-17,"2011","May",17,"Moree",1,22.3,0,3,9.7,"unkn",NA,"ENE","ESE",11,11,39,11,1029.2,1025.3,0,0,11.2,21.7,"No","No"
12905,2011-05-18,"2011","May",18,"Moree",4.3,23.6,0,4.4,9.7,"E",26,"E","ESE",17,4,38,17,1030.3,1026.8,5,5,15,22.7,"No","No"
12906,2011-05-19,"2011","May",19,"Moree",7,24.2,0,3.8,10,"E",30,"E","E",22,9,51,35,1029.9,1026.2,1,2,16.6,23.1,"No","No"
12907,2011-05-20,"2011","May",20,"Moree",11.1,24.3,0,4,NA,"E",31,"ENE","NE",17,6,54,36,1027.8,1023.4,7,NA,17.6,23.7,"No","No"
12908,2011-05-21,"2011","May",21,"Moree",10.6,25.1,0,NA,NA,"ENE",30,"ENE","ENE",20,7,58,34,1026,1021.5,6,4,16.5,24.1,"No","No"
12909,2011-05-22,"2011","May",22,"Moree",11,24.4,0,7,5.1,"NE",37,"ENE","NNE",19,22,61,51,1021.7,1015.9,6,6,17.3,23,"No","Yes"
12910,2011-05-23,"2011","May",23,"Moree",14.8,18.5,18.4,5.2,0,"W",57,"N","W",15,24,93,77,1011.9,1009.1,7,7,16.6,18,"Yes","No"
12911,2011-05-24,"2011","May",24,"Moree",9.3,15.5,0.2,1.8,5.1,"WSW",50,"WSW","W",15,30,89,60,1009.4,1007.4,6,6,11.6,14.7,"No","Yes"
12912,2011-05-25,"2011","May",25,"Moree",7.8,14.3,1.6,1.4,5.7,"WSW",43,"SW","SW",20,28,91,69,1013.3,1011.5,7,6,9.3,13.7,"Yes","No"
12913,2011-05-26,"2011","May",26,"Moree",4.3,17.9,0,2,NA,"SSW",37,"SSW","SSW",11,28,77,45,1017.4,1015.3,0,1,9.2,17.5,"No","No"
12914,2011-05-27,"2011","May",27,"Moree",3.3,18.1,0,2.8,NA,"SW",33,"WSW","WSW",9,22,83,35,1021.3,1017.9,1,1,9.2,17.4,"No","No"
12915,2011-05-28,"2011","May",28,"Moree",1.2,18.5,0,NA,NA,"E",22,"ENE","N",13,6,74,34,1022.5,1020.2,NA,NA,9.4,17.7,"No","No"
12916,2011-05-29,"2011","May",29,"Moree",5.1,20.8,0,NA,NA,"ENE",28,"ENE","WNW",13,17,65,44,1023.1,1019.4,NA,8,14.4,19.3,"No","No"
12917,2011-05-30,"2011","May",30,"Moree",6.6,19.4,0,7.8,5.6,"S",41,"WSW","SSE",15,19,87,45,1019.9,1015.2,7,7,11.4,17.6,"No","No"
12918,2011-05-31,"2011","May",31,"Moree",7.8,17.4,0.8,2.4,6.1,"SSE",24,"ENE","SSE",13,6,92,50,1015.4,1014.7,6,3,11.1,15.9,"No","No"
12919,2011-06-01,"2011","June",1,"Moree",5.6,23.1,0,2,9.9,"SSE",46,"S","S",20,31,77,46,1019.1,1016.9,4,5,13.8,21.8,"No","No"
12920,2011-06-02,"2011","June",2,"Moree",6.7,22.6,0,4,9.5,"SE",37,"SE","SSE",20,13,58,34,1022,1018.5,0,1,16.7,22.3,"No","No"
12921,2011-06-03,"2011","June",3,"Moree",4.7,21.3,0,2.4,9.9,"SSW",30,"E","SW",13,17,71,34,1020.2,1016.9,1,3,14,20.6,"No","No"
12922,2011-06-04,"2011","June",4,"Moree",4.9,22.5,0,2.6,9,"W",35,"NE","WNW",9,17,66,35,1020.1,1016.4,1,4,12.6,21.4,"No","No"
12923,2011-06-05,"2011","June",5,"Moree",7.6,23.9,0,3.6,7,"WNW",31,"NE","W",15,20,68,28,1018.9,1014.6,7,1,13.4,23.4,"No","No"
12924,2011-06-06,"2011","June",6,"Moree",7.4,18.9,0,3.6,7.5,"SW",35,"S","SW",15,19,53,23,1019.1,1017.6,1,6,14.4,18.2,"No","No"
12925,2011-06-07,"2011","June",7,"Moree",4.9,19.1,0,3.8,5.4,"WSW",30,"E","W",7,17,66,30,1021,1017.8,7,7,9.9,18.7,"No","No"
12926,2011-06-08,"2011","June",8,"Moree",2.8,16.5,0,2.2,7,"SW",41,"WNW","WSW",11,26,67,35,1020.5,1018.1,4,6,9.9,14.7,"No","No"
12927,2011-06-09,"2011","June",9,"Moree",-1.2,11.7,0,3.2,2.1,"SW",31,"WSW","WSW",15,20,68,42,1021.1,1018.1,6,6,4,10.6,"No","No"
12928,2011-06-10,"2011","June",10,"Moree",-2.8,15.6,0,0.8,9.9,"S",35,"S","WSW",7,26,72,38,1020.8,1018.4,1,2,5.3,14.8,"No","No"
12929,2011-06-11,"2011","June",11,"Moree",2.4,18.2,0,3.2,2.9,"ESE",30,"SSE","S",7,13,70,36,1020.8,1019.3,7,5,8.2,17.7,"No","Yes"
12930,2011-06-12,"2011","June",12,"Moree",8.2,17.7,12.2,1.2,1.8,"SE",46,"S","SSE",19,28,90,58,1019.9,1017,7,6,11.5,16.4,"Yes","No"
12931,2011-06-13,"2011","June",13,"Moree",10,16.5,0.6,1.6,0.2,"S",43,"SSW","SSW",9,19,92,70,1018,1014.4,7,7,11.8,16.1,"No","Yes"
12932,2011-06-14,"2011","June",14,"Moree",10.6,12,21.6,3,0,"SW",44,"SW","SW",19,28,95,97,1015.9,1012.9,8,8,11.1,11.2,"Yes","Yes"
12933,2011-06-15,"2011","June",15,"Moree",11,15.4,19.4,2.6,1,"SSW",28,"ENE","E",13,4,95,81,1015.3,1014.7,8,7,12,14.8,"Yes","No"
12934,2011-06-16,"2011","June",16,"Moree",6,19.2,0.6,1.4,9.9,"WSW",22,"SW","WSW",9,13,95,54,1019,1015.4,1,1,10.6,18.9,"No","No"
12935,2011-06-17,"2011","June",17,"Moree",5.6,17.3,0,1,8.7,"WSW",44,"WSW","WSW",19,35,85,39,1016.3,1013.2,4,3,11.2,17,"No","No"
12936,2011-06-18,"2011","June",18,"Moree",4.6,15.6,0,4.4,9.8,"WSW",50,"SW","SW",26,37,70,46,1018.1,1015.7,1,3,8.6,15.5,"No","No"
12937,2011-06-19,"2011","June",19,"Moree",3.8,16.9,0,3.2,9.1,"SW",31,"SW","SW",13,22,79,43,1019.4,1017,1,1,9.9,16.6,"No","No"
12938,2011-06-20,"2011","June",20,"Moree",2.6,17.7,0,2.2,9.9,"WNW",22,"NE","WSW",7,9,77,44,1020.5,1017,1,1,9.5,17.2,"No","No"
12939,2011-06-21,"2011","June",21,"Moree",4.2,20.6,0,1.8,9.8,"SW",56,"NNE","NW",20,33,71,25,1015.3,1009.6,0,NA,11.2,20.4,"No","No"
12940,2011-06-22,"2011","June",22,"Moree",4.2,14.3,0.4,4,7.5,"SSW",35,"W","SW",9,20,100,40,1019.2,1017.4,8,2,5.6,13.8,"No","No"
12941,2011-06-23,"2011","June",23,"Moree",0.6,16.6,0,2.4,9.8,"SW",41,"W","SW",9,26,80,49,1023.6,1021.6,0,2,7.3,16.2,"No","No"
12942,2011-06-24,"2011","June",24,"Moree",1.3,19.7,0,3.4,10,"N",17,"calm","calm",0,0,81,37,1027.3,1024.8,0,0,8.5,18.5,"No","No"
12943,2011-06-25,"2011","June",25,"Moree",3.7,20.9,0,2,9.9,"ENE",28,"ENE","NNW",19,4,67,36,1029.9,1026.6,0,1,11.5,20.1,"No","No"
12944,2011-06-26,"2011","June",26,"Moree",5.5,21.4,0,2.8,10,"E",28,"E","N",19,7,71,35,1029.4,1025.5,0,2,12.4,20.7,"No","No"
12945,2011-06-27,"2011","June",27,"Moree",5.5,20,0,2.4,2.2,"E",24,"E","S",11,15,76,38,1028.7,1025.9,7,6,11.6,19.5,"No","No"
12946,2011-06-28,"2011","June",28,"Moree",5.7,22.1,0,2.6,7.8,"E",37,"E","E",19,20,58,28,1030.1,1026.7,1,2,13.5,21.6,"No","No"
12947,2011-06-29,"2011","June",29,"Moree",8.4,21.5,0,3.4,6.5,"E",43,"ESE","ENE",15,19,61,40,1031.4,1029.5,4,7,14.2,19.7,"No","No"
12948,2011-06-30,"2011","June",30,"Moree",5.9,19.8,0,3.6,9.9,"ESE",35,"SSE","SE",17,15,58,35,1034.1,1029.6,0,1,13.6,19.3,"No","No"
12949,2011-07-01,"2011","July",1,"Moree",4.9,20.1,0,4.4,10,"ESE",31,"SE","S",15,13,61,35,1029.3,1024.9,3,4,12.6,19.3,"No","No"
12950,2011-07-02,"2011","July",2,"Moree",6.1,20.7,0,2.8,9.8,"E",30,"E","S",17,9,68,39,1026,1021.9,0,4,12.1,20.5,"No","No"
12951,2011-07-03,"2011","July",3,"Moree",5.4,20,0,2.2,5.1,"NNE",35,"NE","N",17,13,78,40,1023.9,1020.1,6,5,10.4,19.7,"No","No"
12952,2011-07-04,"2011","July",4,"Moree",8.1,23.4,0,2.8,5.5,"NNE",30,"NE","WNW",17,19,73,34,1020.9,1016.2,6,3,13,23.2,"No","No"
12953,2011-07-05,"2011","July",5,"Moree",6.5,17.4,0.2,3.2,10.1,"WSW",48,"W","WSW",17,35,60,29,1020.1,1016.4,1,1,10.9,17.1,"No","No"
12954,2011-07-06,"2011","July",6,"Moree",0.9,16.6,0,3.6,8.2,"WSW",44,"WNW","WNW",7,20,62,32,1020,1016,0,0,8.5,16,"No","No"
12955,2011-07-07,"2011","July",7,"Moree",3.2,17.6,0,3,9.8,"WSW",50,"WSW","WSW",19,31,53,30,1019.2,1018.8,0,2,10.8,17.2,"No","No"
12956,2011-07-08,"2011","July",8,"Moree",0.8,14.4,0,3,9.2,"SW",39,"SSW","WSW",2,24,70,30,1026.7,1023.9,0,0,7.2,13.8,"No","No"
12957,2011-07-09,"2011","July",9,"Moree",-1.2,13,0,2,9.9,"SW",44,"SSW","WSW",9,28,70,41,1025.5,1022.1,0,0,5,11.8,"No","No"
12958,2011-07-10,"2011","July",10,"Moree",-2.2,14.6,0,4.6,9.7,"SW",39,"SSE","WSW",11,24,72,36,1022.8,1018.7,2,3,4.8,13.8,"No","No"
12959,2011-07-11,"2011","July",11,"Moree",0,15.7,0,2.8,10,"SSW",41,"SSW","SW",9,30,62,38,1023.9,1022.3,6,1,8.2,15.3,"No","No"
12960,2011-07-12,"2011","July",12,"Moree",-3.2,15.7,0,3.2,9.1,"WSW",20,"ENE","WSW",2,13,71,36,1026.2,1023,0,0,5.5,15,"No","No"
12961,2011-07-13,"2011","July",13,"Moree",1.8,13.1,0,2.4,0.3,"NE",22,"NE","SSW",13,15,70,50,1023.2,1021.8,7,7,6.4,11.9,"No","No"
12962,2011-07-14,"2011","July",14,"Moree",6.4,13.9,0.4,2.4,0.6,"SW",35,"SSW","S",15,26,92,47,1026.7,1024.8,7,7,8.4,13,"No","No"
12963,2011-07-15,"2011","July",15,"Moree",2.8,19,0,2,3.2,"E",33,"ESE","ENE",9,15,66,36,1029.7,1027.2,7,6,8.2,17.7,"No","Yes"
12964,2011-07-16,"2011","July",16,"Moree",8.2,13,2.2,2.6,0,"E",35,"ESE","NE",17,17,86,86,1028.4,1024.7,8,8,10.1,12.9,"Yes","Yes"
12965,2011-07-17,"2011","July",17,"Moree",9.9,14.5,3.2,1,0.1,"E",19,"E","NW",13,6,88,83,1023.9,1021.2,8,8,11.8,14.3,"Yes","No"
12966,2011-07-18,"2011","July",18,"Moree",5.3,15.9,0.2,1,2.9,"WSW",30,"ESE","WSW",7,17,90,68,1021.5,1018.9,3,6,10.7,14.7,"No","No"
12967,2011-07-19,"2011","July",19,"Moree",0.5,13,0.2,1.4,8.6,"WSW",50,"WSW","SW",15,33,85,53,1020.2,1017.4,0,5,6.7,12.4,"No","No"
12968,2011-07-20,"2011","July",20,"Moree",5.9,18.8,0,3.2,6.2,"SSW",46,"SW","SSW",26,22,91,43,1016.9,1013.9,8,3,6.9,18.6,"No","No"
12969,2011-07-21,"2011","July",21,"Moree",3.5,18.9,0,3,9.9,"SW",43,"SW","SW",15,30,76,36,1016.6,1013.8,0,1,9.2,18.1,"No","No"
12970,2011-07-22,"2011","July",22,"Moree",4.6,19.6,0,3,10.1,"SW",43,"SSW","SSW",19,31,75,39,1017.1,1014.1,1,4,10,19.3,"No","No"
12971,2011-07-23,"2011","July",23,"Moree",3.3,18.6,0,3.4,9.9,"SSW",44,"SSW","SW",11,13,78,37,1018.7,1016.8,1,3,9.7,17.7,"No","No"
12972,2011-07-24,"2011","July",24,"Moree",1,18,0,3.6,9.7,"SSW",30,"E","SW",6,15,68,31,1021.2,1018.2,0,2,9.6,17.8,"No","No"
12973,2011-07-25,"2011","July",25,"Moree",1.2,20,0,3.6,7.7,"SSE",43,"NE","W",15,11,62,34,1022.4,1019,4,6,9.2,18.2,"No","No"
12974,2011-07-26,"2011","July",26,"Moree",3.4,18,0.6,2.8,9,"SW",37,"NE","SW",9,20,79,35,1024,1021.9,5,5,10.3,16.8,"No","No"
12975,2011-07-27,"2011","July",27,"Moree",1.1,17.7,0,3,10.4,"WSW",33,"SSE","SW",7,17,67,28,1027.5,1025.6,1,1,9.2,16.8,"No","No"
12976,2011-07-28,"2011","July",28,"Moree",0.7,19.4,0,3.6,10.4,"NNE",33,"E","NNE",20,6,50,25,1029.3,1025.4,0,1,10.1,18.9,"No","No"
12977,2011-07-29,"2011","July",29,"Moree",3.5,20.2,0,2.8,10.5,"E",28,"ENE","ENE",19,9,61,30,1027.9,1024.1,0,3,11.8,19.2,"No","No"
12978,2011-07-30,"2011","July",30,"Moree",4.2,20.6,0,2.6,8.4,"E",30,"E","E",20,7,59,35,1025.3,1021.3,2,6,11.7,18.4,"No","No"
12979,2011-07-31,"2011","July",31,"Moree",3.9,21.6,0,3,10.5,"E",28,"ENE","W",17,6,60,31,1024,1020.4,0,2,13,20.7,"No","No"
12980,2011-08-01,"2011","August",1,"Moree",5.4,23.4,0,3.2,10.4,"ENE",35,"NE","NW",13,9,52,27,1024.8,1020.7,1,1,13.3,22.9,"No","No"
12981,2011-08-02,"2011","August",2,"Moree",7.8,23.9,0,3.8,9,"NE",31,"ENE","NE",20,11,55,28,1025.1,1021.8,2,1,14.5,22.5,"No","No"
12982,2011-08-03,"2011","August",3,"Moree",5.8,23.4,0,4.2,10.4,"ENE",30,"NNE","SSW",17,7,57,28,1026.4,1023.6,0,1,14.6,22.9,"No","No"
12983,2011-08-04,"2011","August",4,"Moree",5.9,22.9,0,3.8,10.3,"ENE",37,"ENE","NNE",13,17,59,30,1029.2,1024.9,0,1,15,22.5,"No","No"
12984,2011-08-05,"2011","August",5,"Moree",6.6,22.4,0,3.8,9.9,"NE",43,"NE","N",26,19,58,25,1028.5,1024.1,1,5,15.4,21.5,"No","No"
12985,2011-08-06,"2011","August",6,"Moree",14.2,22.6,0,5,6.6,"NNE",41,"NNE","N",26,20,73,38,1025,1019.9,7,6,14.9,21.5,"No","No"
12986,2011-08-07,"2011","August",7,"Moree",10.8,19.4,0,3.8,1.2,"NNE",33,"N","WNW",26,7,67,53,1019.7,1015.2,7,7,16.1,19.2,"No","No"
12987,2011-08-08,"2011","August",8,"Moree",1.5,17.7,1,2,10.3,"WSW",39,"WSW","WSW",11,22,69,46,1015.5,1012.2,0,6,9.6,15.4,"No","No"
12988,2011-08-09,"2011","August",9,"Moree",4.6,16.4,0,2.6,8.2,"SW",44,"W","WSW",15,31,55,41,1012.4,1009.7,6,5,11.4,15.4,"No","No"
12989,2011-08-10,"2011","August",10,"Moree",3.1,18.5,0,3.2,7.9,"W",50,"N","WNW",13,20,60,29,1012,1008.1,1,6,10.1,17.2,"No","No"
12990,2011-08-11,"2011","August",11,"Moree",6.7,15.5,1,3.2,5.5,"SW",41,"S","SW",13,26,85,50,1011.5,1010.4,4,6,11.2,14.4,"No","No"
12991,2011-08-12,"2011","August",12,"Moree",1.3,19,0.2,2,9.5,"S",24,"ESE","WSW",9,13,99,38,1018.3,1016.3,6,3,7.5,18.3,"No","No"
12992,2011-08-13,"2011","August",13,"Moree",3.8,21.6,0,3.4,9.8,"NNE",30,"ENE","NNW",15,7,57,34,1023.5,1020,3,6,13.4,20.6,"No","No"
12993,2011-08-14,"2011","August",14,"Moree",6.5,21.5,0,3.8,7,"NNE",33,"NE","SW",20,7,66,44,1024.8,1020.8,5,3,13.1,20.6,"No","No"
12994,2011-08-15,"2011","August",15,"Moree",5.7,22.1,0,3.8,10.3,"ESE",26,"E","ENE",15,2,62,34,1024.3,1019.5,0,6,14,20.5,"No","No"
12995,2011-08-16,"2011","August",16,"Moree",6.8,23.4,0,3.2,10,"NNE",39,"NE","NE",28,15,60,33,1021.1,1015.5,2,5,15.6,22.1,"No","No"
12996,2011-08-17,"2011","August",17,"Moree",10.6,23.4,0,5,5.8,"NNE",56,"NNE","NNE",31,35,65,37,1017.4,1011.9,7,6,16,22.2,"No","Yes"
12997,2011-08-18,"2011","August",18,"Moree",8.9,15.3,13.2,6.6,NA,"W",39,"W","WSW",24,24,79,64,1017.2,1015.4,5,6,11.9,13.8,"Yes","No"
12998,2011-08-19,"2011","August",19,"Moree",5.8,14.8,0.2,2.4,5.7,"SW",31,"W","SW",15,19,70,63,1018.5,1017,5,7,10.4,14.2,"No","Yes"
12999,2011-08-20,"2011","August",20,"Moree",5.1,19.5,1.2,1.8,8.8,"ESE",35,"ESE","SSE",26,15,67,42,1023.8,1022.3,0,7,13.5,18.9,"Yes","No"
13000,2011-08-21,"2011","August",21,"Moree",2.1,20.3,0,3.6,7.9,"ENE",31,"SE","S",28,6,52,40,1028.9,1026.7,4,7,14.9,19.6,"No","No"
13001,2011-08-22,"2011","August",22,"Moree",4.7,22.1,0,4.8,10.8,"SSE",41,"S","ESE",17,26,57,29,1032.3,1028.4,1,5,14.6,21,"No","No"
13002,2011-08-23,"2011","August",23,"Moree",4.9,23.9,0,5.4,11,"SE",37,"SSE","SSE",26,15,52,32,1030.9,1026.7,1,5,15.7,23,"No","No"
13003,2011-08-24,"2011","August",24,"Moree",7.6,22.4,0,5.2,11,"ENE",30,"ENE","ESE",13,11,59,31,1029,1023.8,0,0,14.8,21.5,"No","No"
13004,2011-08-25,"2011","August",25,"Moree",5.9,23.7,0,4.4,NA,"NNE",28,"ENE","WSW",15,11,56,28,1027.2,1022.6,0,0,15.2,23.3,"No","No"
13005,2011-08-26,"2011","August",26,"Moree",6.1,24.7,0,4.4,NA,"NE",31,"ENE","ENE",11,6,57,30,1025.7,1020.7,0,1,16.5,24,"No","Yes"
