"Date","ID","Year","Month","Day","Location","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow","TempRange","MaxTemp","MinTemp","Rainfall","monthID","Season"
2011-03-13,88033,"2011","marzo",13,"Cairns",4.4,4.5,"SSE",30,"SSE","SSW",11,11,78,83,1011.8,1008.4,7,7,25.9,27.2,"Yes","Yes",8.1,30.7,22.6,15.4,"2011-marzo","wet"
2011-03-14,88034,"2011","marzo",14,"Cairns",4.2,6.6,"ENE",31,"SSE","ENE",11,19,72,69,1011.2,1007.4,7,6,26.9,29.8,"Yes","Yes",8.3,30.6,22.3,18,"2011-marzo","wet"
2011-03-15,88035,"2011","marzo",15,"Cairns",3,1.4,"ENE",30,"SSE","ENE",13,6,87,82,1011.7,1009.2,7,7,25.5,26.2,"Yes","Yes",4.6,28.1,23.5,6.2,"2011-marzo","wet"
2011-03-16,88036,"2011","marzo",16,"Cairns",3.6,2.2,"SSE",31,"SSE","SSE",13,22,84,88,1012.3,1010,7,7,27.3,26.6,"Yes","Yes",6,30.1,24.1,10.8,"2011-marzo","wet"
2011-03-17,88037,"2011","marzo",17,"Cairns",2.8,4.4,"SE",41,"SSE","SE",11,13,87,71,1014,1010.8,7,7,26.7,29.9,"Yes","Yes",5.9,31,25.1,5.4,"2011-marzo","wet"
2011-03-18,88038,"2011","marzo",18,"Cairns",4.8,9.3,"SE",30,"S","ENE",13,19,83,66,1013.1,1009.4,5,1,27,30.8,"Yes","No",6.8,31.4,24.6,9.2,"2011-marzo","wet"
2011-03-19,88039,"2011","marzo",19,"Cairns",5.8,8.4,"NNE",24,"SE","NNE",11,13,74,73,1011.5,1007.2,2,4,28.9,29.9,"No","No",7.2,30.8,23.6,0,"2011-marzo","wet"
2011-03-20,88040,"2011","marzo",20,"Cairns",5.2,5.4,"N",30,"NNW","N",11,15,73,72,1010,1005.4,7,6,29.3,29.4,"No","No",6.6,31.5,24.9,0,"2011-marzo","wet"
2011-03-21,88041,"2011","marzo",21,"Cairns",5.6,5.2,"NNE",30,"WNW","N",7,13,73,76,1007.7,1005.4,5,7,29.8,29.2,"No","Yes",6.7,31.6,24.9,0,"2011-marzo","wet"
2011-03-22,88042,"2011","marzo",22,"Cairns",6.8,8.1,"N",30,"E","N",2,17,72,67,1008,1004.7,3,3,28.9,30.7,"Yes","No",7.5,31.4,23.9,2.6,"2011-marzo","wet"
2011-03-23,88043,"2011","marzo",23,"Cairns",2,10.1,"NE",28,"SSE","NE",11,13,75,67,1008,1005.3,6,6,29.2,29.7,"No","Yes",7.5,31.7,24.2,0.2,"2011-marzo","wet"
2011-03-24,88044,"2011","marzo",24,"Cairns",4.6,10.8,"NE",24,"SE","NE",9,13,72,70,1009.6,1006.5,4,4,29.6,30.6,"Yes","Yes",6.6,31.6,25,1.4,"2011-marzo","wet"
2011-03-25,88045,"2011","marzo",25,"Cairns",6.4,8.3,"NNE",30,"SSE","NE",15,13,88,68,1010.9,1006.9,6,3,25.7,30.6,"Yes","No",7.4,31.7,24.3,12.2,"2011-marzo","wet"
2011-03-26,88046,"2011","marzo",26,"Cairns",6.4,7.3,"SSE",35,"SE","E",19,22,80,59,1010.6,1007.8,5,5,26.6,30.7,"No","No",7.4,31.5,24.1,0.8,"2011-marzo","wet"
2011-03-27,88047,"2011","marzo",27,"Cairns",6.4,3.9,"SSE",37,"SSE","SE",22,20,76,67,1011,1007.9,7,7,26.8,29.5,"No","No",6.1,30.8,24.7,0,"2011-marzo","wet"
2011-03-28,88048,"2011","marzo",28,"Cairns",6.8,6.3,"S",31,"S","NE",17,13,80,61,1011.1,1007.7,5,3,26.7,30.7,"No","No",8,31.9,23.9,0,"2011-marzo","wet"
2011-03-29,88049,"2011","marzo",29,"Cairns",5.2,7.8,"ENE",37,"SSE","ENE",15,15,78,66,1011.3,1008.2,4,4,27.7,30.8,"No","No",8,32.1,24.1,0.4,"2011-marzo","wet"
2011-03-30,88050,"2011","marzo",30,"Cairns",5.8,9.8,"S",30,"S","NE",17,15,74,61,1011.8,1008.4,5,3,28.1,31.5,"No","No",8,31.8,23.8,0.6,"2011-marzo","wet"
2011-03-31,88051,"2011","marzo",31,"Cairns",5.4,4.8,"ESE",30,"S","ESE",15,7,71,69,1012.1,1009.4,3,7,28.7,29.7,"No","No",7.3,31.7,24.4,0.2,"2011-marzo","wet"
2011-04-01,NA,"2011","abril",1,"Cairns",3.6,3.6,"unkn",28,"unkn","unkn",13,20,92,65,1010.8,1007.8,8,7,25.2,29,"Yes","Yes",6.4,30.7,24.3,6.6,"2011-abril","wet"
2011-04-02,NA,"2011","abril",2,"Cairns",8,9.1,"unkn",39,"unkn","unkn",24,19,65,61,1010.7,1008.5,7,7,27.3,28.3,"Yes","Yes",6.4,30.4,24,7,"2011-abril","wet"
2011-04-03,NA,"2011","abril",3,"Cairns",1.4,0.1,"unkn",35,"unkn","unkn",7,7,90,98,1014.3,1012.1,8,8,26.5,26.4,"Yes","No",5.3,29.2,23.9,1.6,"2011-abril","wet"
2011-04-04,NA,"2011","abril",4,"Cairns",5,4.8,"unkn",24,"unkn","unkn",13,13,72,85,1008,1004.2,4,7,27.5,25.4,"No","Yes",3.3,27.4,24.1,0,"2011-abril","wet"
2011-04-05,NA,"2011","abril",5,"Cairns",3.6,9.8,"unkn",35,"unkn","unkn",7,22,71,76,1010.1,1007.9,2,6,27.3,25.7,"Yes","Yes",6.6,28.6,22,15.6,"2011-abril","wet"
2011-04-06,NA,"2011","abril",6,"Cairns",3.8,0.7,"unkn",37,"unkn","unkn",19,24,78,75,1008,1004.2,8,8,25.8,27.5,"Yes","Yes",6.4,29,22.6,10.8,"2011-abril","wet"
2011-04-07,NA,"2011","abril",7,"Cairns",3.6,3,"unkn",41,"unkn","unkn",13,13,77,87,1014,1011.7,3,8,26.8,25.1,"Yes","Yes",5.2,27.8,22.6,3,"2011-abril","wet"
2011-04-08,NA,"2011","abril",8,"Cairns",4.4,1.1,"unkn",37,"unkn","unkn",17,17,87,80,1011.6,1007.9,7,7,24.1,24.2,"Yes","Yes",4.2,26.9,22.7,13.2,"2011-abril","wet"
2011-04-09,NA,"2011","abril",9,"Cairns",4.4,6.6,"unkn",30,"unkn","unkn",2,13,76,85,1011.3,1008.1,7,6,27.2,27.9,"Yes","Yes",6.9,29,22.1,2.2,"2011-abril","wet"
2011-04-10,NA,"2011","abril",10,"Cairns",2,6.2,"unkn",24,"unkn","unkn",2,6,70,70,1009,1005.1,2,7,29.2,28.1,"Yes","No",7.2,29.7,22.5,1,"2011-abril","wet"
2011-04-11,NA,"2011","abril",11,"Cairns",8.4,10.2,"unkn",37,"unkn","unkn",9,17,73,73,1013.8,1011.1,3,7,26.9,29,"No","No",9,30.2,21.2,0,"2011-abril","wet"
2011-04-12,NA,"2011","abril",12,"Cairns",5.6,0.3,"unkn",39,"unkn","unkn",6,13,70,74,1011.7,1007.7,5,7,27.3,26.6,"No","No",9.3,30.6,21.3,0,"2011-abril","wet"
2011-04-13,NA,"2011","abril",13,"Cairns",1.4,5.4,"unkn",30,"unkn","unkn",9,17,72,63,1012.3,1009.1,6,8,25,28.7,"No","No",10.2,30.4,20.2,0,"2011-abril","wet"
2011-04-14,NA,"2011","abril",14,"Cairns",7.2,9.9,"unkn",26,"unkn","unkn",0,30,78,30,1013.1,1008.4,6,1,23.5,32,"No","No",11.7,30,18.3,0,"2011-abril","wet"
2011-04-15,NA,"2011","abril",15,"Cairns",2.2,11.2,"unkn",26,"unkn","unkn",2,17,57,51,1006.6,1004.7,1,1,26.7,30.3,"No","No",12,30.3,18.3,0,"2011-abril","wet"
2011-04-16,NA,"2011","abril",16,"Cairns",3.8,8.5,"unkn",22,"unkn","unkn",6,9,65,64,1016.5,1013.3,2,5,25.3,27.3,"No","No",10.3,29.4,19.1,0,"2011-abril","wet"
2011-04-17,NA,"2011","abril",17,"Cairns",6.6,9.7,"unkn",43,"unkn","unkn",13,9,65,57,1010.2,1007.2,6,6,26.6,28.8,"No","No",9.6,30.2,20.6,0,"2011-abril","wet"
2011-04-18,NA,"2011","abril",18,"Cairns",3.4,5.1,"unkn",26,"unkn","unkn",17,13,77,61,1011.9,1007.6,7,6,24.1,27.7,"No","No",7.1,28.5,21.4,0,"2011-abril","wet"
2011-04-19,NA,"2011","abril",19,"Cairns",5.2,7.4,"unkn",39,"unkn","unkn",22,7,65,88,1012.2,1009.8,1,5,29,25,"No","Yes",4.1,26.8,22.7,0.2,"2011-abril","wet"
2011-04-20,NA,"2011","abril",20,"Cairns",5.8,4,"unkn",41,"unkn","unkn",19,22,71,66,1012.3,1010,7,8,28.1,28.9,"Yes","No",6.7,30.4,23.7,1.2,"2011-abril","wet"
2011-04-21,NA,"2011","abril",21,"Cairns",8,9.8,"unkn",33,"unkn","unkn",4,15,63,59,1009.6,1006.4,1,4,26.3,28.8,"No","No",9,29.8,20.8,0,"2011-abril","wet"
2011-04-22,NA,"2011","abril",22,"Cairns",5.6,7.9,"unkn",30,"unkn","unkn",7,13,75,70,1011.2,1006.1,5,7,26.5,29.7,"No","No",7.3,29.8,22.5,0,"2011-abril","wet"
2011-04-23,NA,"2011","abril",23,"Cairns",6.2,11,"unkn",24,"unkn","unkn",11,17,62,50,1012.9,1010.2,1,1,26.9,31.1,"No","No",11.6,31,19.4,0,"2011-abril","wet"
2011-04-24,NA,"2011","abril",24,"Cairns",6.4,7.2,"unkn",28,"unkn","unkn",9,15,68,63,1008.1,1006,7,5,28,30.3,"No","No",8.6,30.4,21.8,0,"2011-abril","wet"
2011-04-25,NA,"2011","abril",25,"Cairns",3.4,5.4,"unkn",41,"unkn","unkn",17,19,85,72,1009.3,1007.3,8,7,26.8,28.5,"No","No",7,30.6,23.6,0,"2011-abril","wet"
2011-04-26,NA,"2011","abril",26,"Cairns",5,3.2,"unkn",28,"unkn","unkn",7,17,94,73,1009.7,1006,7,7,24.8,27.9,"No","Yes",5.3,28.9,23.6,0,"2011-abril","wet"
2011-04-27,NA,"2011","abril",27,"Cairns",5,2,"unkn",43,"unkn","unkn",20,19,71,79,1009.9,1007,5,8,25.7,24,"Yes","Yes",5.3,27,21.7,1,"2011-abril","wet"
2011-04-28,NA,"2011","abril",28,"Cairns",3.6,1.6,"unkn",41,"unkn","unkn",15,19,77,92,1005.1,1002.2,7,8,24.9,24,"Yes","No",4,25.3,21.3,1.8,"2011-abril","wet"
2011-04-29,NA,"2011","abril",29,"Cairns",5.6,11.8,"unkn",28,"unkn","unkn",6,15,66,67,1012,1009.1,1,1,27.7,28.3,"No","No",7.9,29.3,21.4,0.6,"2011-abril","wet"
2011-04-30,NA,"2011","abril",30,"Cairns",7.2,7.8,"unkn",24,"unkn","unkn",9,13,71,70,1011.5,1008.2,6,7,26.3,28.8,"No","No",9.3,29.7,20.4,0,"2011-abril","wet"
2011-05-01,88052,"2011","mayo",1,"Cairns",7,11.8,"SE",33,"S","SE",15,22,60,49,1013.7,1010.2,1,1,25,27.5,"No","No",10.9,29.4,18.5,0,"2011-mayo","dry"
2011-05-02,88053,"2011","mayo",2,"Cairns",6.4,9.9,"ESE",33,"SSE","ESE",15,24,68,52,1013,1009.6,2,5,24.9,28.3,"No","No",10.3,29.9,19.6,0,"2011-mayo","dry"
2011-05-03,88054,"2011","mayo",3,"Cairns",5.4,10.5,"E",30,"SSE","SE",15,17,62,53,1012.1,1009.7,1,5,26.1,28.8,"No","No",10.7,30.1,19.4,0,"2011-mayo","dry"
2011-05-04,88055,"2011","mayo",4,"Cairns",5.6,10.5,"SE",37,"SSE","SE",9,24,65,54,1013.5,1010.9,4,4,26.1,28.7,"No","No",10.2,30.4,20.2,0,"2011-mayo","dry"
2011-05-05,88056,"2011","mayo",5,"Cairns",7.2,10.1,"ESE",44,"S","SE",17,28,66,48,1014.4,1011.6,5,3,25.7,27.5,"No","No",9.7,29.9,20.2,0,"2011-mayo","dry"
2011-05-06,88057,"2011","mayo",6,"Cairns",5.4,10,"SE",41,"S","SE",15,22,58,47,1015.5,1012.4,4,2,23.4,26.9,"No","No",10.9,28.7,17.8,0,"2011-mayo","dry"
2011-05-07,88058,"2011","mayo",7,"Cairns",5.8,10.5,"SE",37,"SSE","SE",13,30,60,56,1014.2,1010.7,3,4,24.5,27.4,"No","No",12.9,29.5,16.6,0,"2011-mayo","dry"
2011-05-08,88059,"2011","mayo",8,"Cairns",6.2,4.2,"S",22,"SSE","NE",2,11,70,59,1013.5,1010.1,7,6,24.8,27.9,"No","No",9.4,29.8,20.4,0,"2011-mayo","dry"
2011-05-09,88060,"2011","mayo",9,"Cairns",4.4,6.7,"ENE",19,"ESE","NNE",6,11,75,69,1012.6,1009,3,5,25.6,27.6,"No","No",8.5,29.1,20.6,0,"2011-mayo","dry"
2011-05-10,88061,"2011","mayo",10,"Cairns",4,10.6,"SSE",33,"SSE","SE",20,15,44,37,1014,1011.3,1,2,24.4,26.9,"No","No",7.7,27.9,20.2,0,"2011-mayo","dry"
2011-05-11,88062,"2011","mayo",11,"Cairns",6.4,11,"ESE",37,"SSE","ESE",15,19,40,42,1015.6,1012.5,2,1,22.9,25.8,"No","No",11.8,27.6,15.8,0,"2011-mayo","dry"
2011-05-12,88063,"2011","mayo",12,"Cairns",7,10.8,"SSE",39,"SSE","SE",19,28,58,34,1016,1013.5,7,7,22.1,25,"No","No",10.7,26.9,16.2,0,"2011-mayo","dry"
2011-05-13,88064,"2011","mayo",13,"Cairns",9.6,10.9,"E",35,"SE","ESE",19,24,52,37,1017.2,1013.4,2,2,19.8,25,"No","No",13.3,26.5,13.2,0,"2011-mayo","dry"
2011-05-14,88065,"2011","mayo",14,"Cairns",5,11,"SSE",37,"S","ESE",17,26,47,41,1018.1,1014.6,1,1,22.9,26.5,"No","No",15.5,27.6,12.1,0,"2011-mayo","dry"
2011-05-15,88066,"2011","mayo",15,"Cairns",6.2,10.3,"SSE",52,"SSE","SSE",19,37,61,45,1019.5,1017.5,3,3,22.1,24.9,"No","No",10.8,27.4,16.6,0,"2011-mayo","dry"
2011-05-16,88067,"2011","mayo",16,"Cairns",6.8,7.7,"SSE",48,"SSE","SE",26,31,61,55,1020,1017,4,3,24.5,25.8,"No","Yes",8.8,27.8,19,0,"2011-mayo","dry"
2011-05-17,88068,"2011","mayo",17,"Cairns",6.2,3.3,"SE",52,"SSE","SSE",22,22,84,73,1019.3,1017,7,6,21.9,23,"Yes","No",5.2,25.3,20.1,3,"2011-mayo","dry"
2011-05-18,88069,"2011","mayo",18,"Cairns",4.4,6,"SSE",52,"SSE","SSE",20,22,69,71,1019.3,1017.4,2,5,23.8,24.2,"No","Yes",6.4,27,20.6,0.4,"2011-mayo","dry"
2011-05-19,88070,"2011","mayo",19,"Cairns",4,5.1,"SE",50,"S","SE",24,30,74,55,1019.1,1016.6,6,5,22.9,26.4,"Yes","Yes",7.6,27.5,19.9,4.4,"2011-mayo","dry"
2011-05-20,88071,"2011","mayo",20,"Cairns",5.4,8.3,"SE",46,"S","SE",22,31,79,55,1017.1,1014,7,6,22.6,26.6,"Yes","No",7.9,27.9,20,3.6,"2011-mayo","dry"
2011-05-21,88072,"2011","mayo",21,"Cairns",6.8,9.4,"SE",41,"S","SE",17,28,72,60,1015.7,1013.3,4,3,25.1,27.7,"No","Yes",7.4,29,21.6,0.4,"2011-mayo","dry"
2011-05-22,88073,"2011","mayo",22,"Cairns",4.2,8.1,"SE",35,"S","SE",19,22,86,66,1015.3,1012.1,6,1,23.7,28,"Yes","No",7,28.8,21.8,1.6,"2011-mayo","dry"
2011-05-23,88074,"2011","mayo",23,"Cairns",5,10.5,"S",26,"S","NE",13,17,73,66,1013.5,1009.9,3,2,25.2,28.4,"No","No",8.7,29.5,20.8,0,"2011-mayo","dry"
2011-05-24,88075,"2011","mayo",24,"Cairns",4.8,8.4,"SSE",31,"S","ESE",15,11,77,50,1011.3,1007.5,5,4,24.9,28.2,"No","No",8.9,29,20.1,0.2,"2011-mayo","dry"
2011-05-25,88076,"2011","mayo",25,"Cairns",5.6,11,"SSE",39,"SSE","SE",24,15,39,45,1013.7,1010.5,2,2,22.5,24.1,"No","No",6.6,25.4,18.8,0,"2011-mayo","dry"
2011-05-26,88077,"2011","mayo",26,"Cairns",6.2,11,"SE",39,"S","SE",17,19,42,40,1016.2,1013.1,2,3,19.8,23,"No","No",11.7,24.6,12.9,0,"2011-mayo","dry"
2011-05-27,88078,"2011","mayo",27,"Cairns",6,11,"SE",37,"S","ESE",17,24,47,41,1017.7,1013.5,1,1,20.4,24.3,"No","No",12.2,25.4,13.2,0,"2011-mayo","dry"
2011-05-28,88079,"2011","mayo",28,"Cairns",6,10.4,"SE",35,"S","SSE",17,20,57,50,1017.5,1014.4,2,2,21.6,26.2,"No","No",11,27.1,16.1,0,"2011-mayo","dry"
2011-05-29,88080,"2011","mayo",29,"Cairns",5.8,10.4,"S",35,"S","SE",19,15,66,51,1018.1,1014.9,3,3,23.2,26.4,"No","No",10.2,27.9,17.7,0,"2011-mayo","dry"
2011-05-30,88081,"2011","mayo",30,"Cairns",5,10.5,"ENE",30,"SSE","ENE",17,19,62,52,1016.5,1012.8,1,1,23.3,26.6,"No","No",12,27.9,15.9,0,"2011-mayo","dry"
2011-05-31,88082,"2011","mayo",31,"Cairns",4.8,9.6,"E",33,"SSE","E",15,20,63,51,1015.8,1012.1,1,4,21.2,25,"No","No",12.2,27.1,14.9,0,"2011-mayo","dry"
2011-06-01,88083,"2011","junio",1,"Cairns",5.6,10.8,"E",33,"SSE","E",15,20,52,26,1017.2,1013.4,1,0,19.7,25.2,"No","No",14.5,26.3,11.8,0,"2011-junio","dry"
2011-06-02,88084,"2011","junio",2,"Cairns",5.2,10.9,"SSE",31,"N","ENE",7,22,51,39,1017.2,1014,1,1,21.1,25,"No","No",15.6,26.2,10.6,0,"2011-junio","dry"
2011-06-03,88085,"2011","junio",3,"Cairns",5.2,10.8,"E",31,"SE","ENE",15,19,55,40,1017.9,1014.7,1,1,19.7,25.5,"No","No",14.7,26.5,11.8,0,"2011-junio","dry"
2011-06-04,88086,"2011","junio",4,"Cairns",5.4,11,"E",30,"SE","ESE",11,9,60,41,1017.7,1014.4,1,1,21.6,25.7,"No","No",13,26.7,13.7,0,"2011-junio","dry"
2011-06-05,88087,"2011","junio",5,"Cairns",4,10.5,"SE",26,"calm","NE",0,15,66,56,1016.7,1013.2,2,4,21.3,26.4,"No","No",14.4,27.5,13.1,0,"2011-junio","dry"
2011-06-06,88088,"2011","junio",6,"Cairns",5,10.9,"S",30,"SSE","E",15,20,65,49,1016.3,1012.8,3,1,23,26.7,"No","No",10.5,28.1,17.6,0,"2011-junio","dry"
2011-06-07,88089,"2011","junio",7,"Cairns",4.4,8.5,"S",30,"S","ESE",13,19,63,54,1015.5,1012.2,1,4,24.4,27.5,"No","No",11,28.9,17.9,0,"2011-junio","dry"
2011-06-08,88090,"2011","junio",8,"Cairns",4.8,5.5,"SSE",30,"S","ESE",17,19,69,56,1016,1012.2,6,3,24,26.9,"No","No",9,28.9,19.9,0,"2011-junio","dry"
2011-06-09,88091,"2011","junio",9,"Cairns",5,6,"SSE",30,"SSE","E",15,19,71,59,1013.9,1011.1,7,7,23.9,25.8,"No","No",8.7,28.3,19.6,0,"2011-junio","dry"
2011-06-10,88092,"2011","junio",10,"Cairns",5.2,1.5,"SSE",33,"S","SE",17,22,78,61,1013.2,1010.2,8,7,23,25.6,"No","No",5.4,27.3,21.9,0,"2011-junio","dry"
2011-06-11,88093,"2011","junio",11,"Cairns",4,0.4,"SSE",31,"S","S",13,19,82,70,1012.7,1009.9,8,7,22,23,"No","No",3.8,24.5,20.7,0,"2011-junio","dry"
2011-06-12,88094,"2011","junio",12,"Cairns",3.2,8.7,"S",35,"SSE","NE",20,17,67,58,1014.2,1010.2,7,2,21.3,24.6,"No","No",6.6,25.2,18.6,0,"2011-junio","dry"
2011-06-13,88095,"2011","junio",13,"Cairns",5.4,10,"SSE",33,"S","NE",13,17,50,44,1014.5,1010.6,6,8,19.7,24.4,"No","No",9.4,25.7,16.3,0,"2011-junio","dry"
2011-06-14,88096,"2011","junio",14,"Cairns",6.4,10.2,"SSE",31,"SSE","ESE",15,13,51,42,1015.6,1011.7,1,1,20.9,24,"No","No",10.1,25.3,15.2,0,"2011-junio","dry"
2011-06-15,88097,"2011","junio",15,"Cairns",6.4,10.7,"SSE",31,"S","E",15,17,46,44,1018.2,1014.1,3,4,20.1,23.9,"No","No",12.5,25,12.5,0,"2011-junio","dry"
2011-06-16,88098,"2011","junio",16,"Cairns",5,10.6,"SSE",31,"ESE","NE",15,17,56,41,1019,1014.9,1,2,17.6,24,"No","No",14.6,24.7,10.1,0,"2011-junio","dry"
2011-06-17,88099,"2011","junio",17,"Cairns",3.6,10.7,"SE",35,"NW","SE",7,28,67,37,1018,1014.2,1,2,18.4,24.2,"No","No",14.9,25.8,10.9,0,"2011-junio","dry"
2011-06-18,88100,"2011","junio",18,"Cairns",5.8,10.9,"ESE",39,"SE","SE",15,22,47,30,1017.5,1014,2,3,20.6,23.7,"No","No",14.8,25.3,10.5,0,"2011-junio","dry"
2011-06-19,88101,"2011","junio",19,"Cairns",6.8,10.6,"SSE",30,"calm","SE",0,20,60,31,1017.2,1014.2,7,7,17.9,24.1,"No","No",16.2,25.4,9.2,0,"2011-junio","dry"
2011-06-20,88102,"2011","junio",20,"Cairns",4.8,10,"SSE",30,"SSE","ESE",11,17,55,40,1018,1014.1,2,2,21.7,25.5,"No","No",15.2,26.6,11.4,0,"2011-junio","dry"
2011-06-21,88103,"2011","junio",21,"Cairns",5.8,10.7,"S",28,"S","ENE",13,19,55,45,1017.4,1013.1,7,7,21.1,25.1,"No","No",12.7,26.2,13.5,0,"2011-junio","dry"
2011-06-22,88104,"2011","junio",22,"Cairns",6,10.8,"SE",39,"SSW","SE",9,28,64,36,1016,1013,2,3,19.9,24.9,"No","No",14,26.8,12.8,0,"2011-junio","dry"
2011-06-23,88105,"2011","junio",23,"Cairns",6.6,10.6,"SE",54,"SSE","SE",20,35,50,43,1016.8,1014.1,2,1,22.1,25,"No","No",12.5,26.6,14.1,0,"2011-junio","dry"
2011-06-24,88106,"2011","junio",24,"Cairns",6.6,8.6,"SSE",48,"SSE","SE",31,35,60,47,1017.9,1016.2,6,4,21.7,24.7,"No","No",6.7,25.8,19.1,0,"2011-junio","dry"
2011-06-25,88107,"2011","junio",25,"Cairns",8,5,"SSE",54,"S","SE",22,35,68,51,1020,1016.9,6,1,21.5,25.9,"No","No",7.9,26.9,19,0,"2011-junio","dry"
2011-06-26,88108,"2011","junio",26,"Cairns",7.2,7.5,"SE",46,"S","SSE",24,26,66,59,1018.9,1016.2,2,3,22.7,24.3,"No","Yes",6.9,26.7,19.8,0,"2011-junio","dry"
2011-06-27,88109,"2011","junio",27,"Cairns",4.2,5,"SSE",50,"SSE","SSE",28,30,83,92,1016.8,1015.1,5,8,21.3,20.6,"Yes","No",6.8,25.6,18.8,2.8,"2011-junio","dry"
2011-06-28,88110,"2011","junio",28,"Cairns",4,0.1,"S",39,"S","S",22,20,84,85,1016.9,1015,7,7,21.3,21.7,"No","Yes",2.7,22.5,19.8,1,"2011-junio","dry"
2011-06-29,88111,"2011","junio",29,"Cairns",3.6,4,"SSE",44,"S","SSE",19,24,88,73,1017.6,1015.1,6,6,21.3,24.3,"Yes","Yes",6.1,25.7,19.6,58.4,"2011-junio","dry"
2011-06-30,88112,"2011","junio",30,"Cairns",0.6,0.8,"SSE",56,"SSE","S",20,26,89,77,1019.5,1017,8,7,20,22.5,"Yes","Yes",4,23,19,7,"2011-junio","dry"
2011-07-01,88113,"2011","julio",1,"Cairns",3,6.1,"SSE",54,"SSE","SE",26,35,78,57,1018.7,1016.6,3,3,20.8,24.1,"Yes","No",6,24.6,18.6,7.4,"2011-julio","dry"
2011-07-02,88114,"2011","julio",2,"Cairns",4.2,1.9,"S",37,"SE","S",13,22,78,69,1019.1,1016.1,7,7,19.6,21.5,"No","Yes",5.9,24.1,18.2,0,"2011-julio","dry"
2011-07-03,88115,"2011","julio",3,"Cairns",3.6,4.7,"SE",37,"S","SE",17,22,75,52,1018.1,1016.2,4,7,20.9,23.8,"Yes","No",7.2,25.6,18.4,2,"2011-julio","dry"
2011-07-04,88116,"2011","julio",4,"Cairns",4.8,3.9,"SE",39,"S","SSE",17,20,75,64,1020.3,1017.4,3,6,21,23.2,"No","No",6.4,24.7,18.3,0,"2011-julio","dry"
2011-07-05,88117,"2011","julio",5,"Cairns",4,9.6,"SE",43,"SSE","SE",19,31,61,41,1019.7,1015.7,7,6,21,24.9,"No","No",10.5,26.2,15.7,0,"2011-julio","dry"
2011-07-06,88118,"2011","julio",6,"Cairns",5.6,6.6,"SE",28,"S","SE",11,17,63,49,1018.1,1014.8,7,7,21.7,24.2,"No","No",15.2,26.6,11.4,0,"2011-julio","dry"
2011-07-07,88119,"2011","julio",7,"Cairns",3.4,9.6,"SSE",30,"SE","ESE",17,17,67,42,1019.2,1015.8,7,7,21.1,26.1,"No","No",11.4,26.9,15.5,0,"2011-julio","dry"
2011-07-08,88120,"2011","julio",8,"Cairns",4.8,8.9,"SE",37,"S","SE",15,26,65,56,1020.5,1018.1,6,6,22.3,25,"No","No",11.1,26.9,15.8,0,"2011-julio","dry"
2011-07-09,88121,"2011","julio",9,"Cairns",5.6,8.8,"SSE",41,"SSE","SE",19,24,70,50,1020.7,1017.3,4,7,21.8,25,"No","No",8.6,26.7,18.1,0,"2011-julio","dry"
2011-07-10,88122,"2011","julio",10,"Cairns",5.8,8.9,"SSE",39,"S","SE",20,24,66,52,1019,1015.4,4,3,21.4,24.8,"No","No",7.3,25.8,18.5,0,"2011-julio","dry"
2011-07-11,88123,"2011","julio",11,"Cairns",5.4,10.4,"SE",37,"S","SE",17,28,56,52,1020,1016.5,2,1,21.9,24.3,"No","No",9.9,25.7,15.8,0,"2011-julio","dry"
2011-07-12,88124,"2011","julio",12,"Cairns",5.8,10.9,"SSE",48,"S","SE",17,30,58,50,1020.1,1017.3,2,3,21.3,23.9,"No","No",10.8,25.4,14.6,0,"2011-julio","dry"
2011-07-13,88125,"2011","julio",13,"Cairns",5.6,6.9,"SSE",48,"S","SE",17,22,70,46,1017.9,1014.4,7,2,21.9,25.9,"No","No",7.8,26.8,19,0,"2011-julio","dry"
2011-07-14,88126,"2011","julio",14,"Cairns",4.6,5.2,"SSE",48,"S","SSE",15,24,69,59,1017.6,1015.3,6,6,22.6,26,"No","No",9.2,27.5,18.3,0,"2011-julio","dry"
2011-07-15,88127,"2011","julio",15,"Cairns",4.8,2.8,"SE",48,"SSE","SE",22,31,75,67,1018.3,1016.9,6,6,23.6,24.7,"No","No",5,26.3,21.3,0,"2011-julio","dry"
2011-07-16,88128,"2011","julio",16,"Cairns",5,6.3,"SSE",48,"SSE","SSE",33,31,76,64,1017.7,1014.8,6,6,22.1,25.5,"No","No",6.4,27.1,20.7,0.4,"2011-julio","dry"
2011-07-17,88129,"2011","julio",17,"Cairns",4.8,4.8,"SE",43,"SSE","ESE",22,26,74,70,1017.6,1014.6,2,7,23.3,24.1,"No","No",5.9,26.4,20.5,0.2,"2011-julio","dry"
2011-07-18,88130,"2011","julio",18,"Cairns",3.4,9.8,"SE",39,"SSE","SE",20,26,69,57,1017.4,1014.6,1,2,22.9,25.6,"No","No",7.6,27.3,19.7,0,"2011-julio","dry"
2011-07-19,88131,"2011","julio",19,"Cairns",3.2,10.7,"SE",35,"S","SE",19,26,61,42,1017.3,1013.8,2,2,22.2,25.7,"No","No",10.7,27,16.3,0,"2011-julio","dry"
